"status","markdown_path","titulo_extraido","subtitulo_extraido","tags_extraidas","link"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-contra-fabricacao-e-distribuicao-de-cedulas-falsas-73427533.md","PF deflagra operação contra fabricação e distribuição de cédulas falsas","Ação investiga suspeito responsável por mais de 80 envios de dinheiro falso para todo o país","Operação PF | São Paulo","https://www.gov.br/pf/pt-br/assuntos/noticias/2025/10/pf-deflagra-operacao-contra-fabricacao-e-distribuicao-de-cedulas-falsas"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-contra-fraudes-bancarias-eletronicas-1ce4fe46.md","PF deflagra operação contra fraudes bancárias eletrônicas","Operação Citrus apura uso de interpostas pessoas para pulverização de valores obtidos mediante golpes virtuais","Operação PF | Fraudes bancárias | Rio Grande do Norte","https://www.gov.br/pf/pt-br/assuntos/noticias/2026/02/pf-deflagra-operacao-contra-fraudes-bancarias-eletronicas"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-contra-fraudes-bancarias-eletronicas-e-lavagem-de-dinheiro-com-criptoativos-36cf80ae.md","PF deflagra operação contra fraudes bancárias eletrônicas e lavagem de dinheiro com criptoativos","Foram cumpridos dois mandados de prisão temporária e cinco mandados de busca e apreensão, nos estados de Goiás e Pará, com apreensão de 5,5 milhões em criptoativos","Operação PF | fraudes bancárias | criptoativos | Destaque | Distrito Federal","https://www.gov.br/pf/pt-br/assuntos/noticias/2025/07/pf-deflagra-operacao-contra-fraudes-bancarias-eletronicas-e-lavagem-de-dinheiro-com-criptoativos"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-contra-fraudes-bancarias-em-joinville-sc-efdc85e8.md","PF deflagra operação contra fraudes bancárias em Joinville/SC","Operação Camaleão investiga golpes que ultrapassam R$ 800 mil","Operação PF | Santa Catarina","https://www.gov.br/pf/pt-br/assuntos/noticias/2025/09/pf-deflagra-operacao-contra-fraudes-bancarias-em-joinville-sc"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-contra-fraudes-em-financiamentos-habitacionais-em-santa-catarina-2e475e64.md","PF deflagra operação contra fraudes em financiamentos habitacionais em Santa Catarina","A operação visa ainda a identificação de outras possíveis pessoas ligadas ao esquema criminoso e o levantamento de outras tentativas de fraudes realizadas pelo grupo investigado","Santa Catarina | Operação PF","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/12/pf-deflagra-operacao-contra-fraudes-em-financiamentos-habitacionais-em-santa-catarina"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-contra-fraudes-previdenciarias-8487c3fb.md","PF deflagra operação contra fraudes previdenciárias","Foi cumprido um mandado de busca e apreensão expedido pela Justiça federal na residência de um técnico do trabalho suspeito da prática do crime","Espírito Santo | Operação PF","https://www.gov.br/pf/pt-br/assuntos/noticias/2025/07/pf-deflagra-operacao-contra-fraudes-previdenciarias"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-contra-grupo-criminoso-que-financiava-o-trafico-de-drogas-no-distrito-federal-e33a762a.md","PF deflagra operação contra grupo criminoso que financiava o tráfico de drogas no Distrito Federal","Mandados de prisão, busca e apreensão e bloqueio de R$ 8 milhões estão sendo cumpridos em diversos estados","Distrito Federal | Operação PF","https://www.gov.br/pf/pt-br/assuntos/noticias/2025/08/pf-deflagra-operacao-contra-grupo-criminoso-que-financiava-o-trafico-de-drogas-no-distrito-federal"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-contra-grupo-que-desviava-objetos-postais-8843da33.md","PF deflagra operação contra grupo que desviava objetos postais","Foram cumpridos um mandado de prisão preventiva e cinco mandados de busca e apreensão, nas cidades do Recife/PE, Carpina/PE e Salgueiro/PE","Bahia | Operação PF","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/12/pf-deflagra-operacao-contra-grupo-que-desviava-objetos-postais"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-contra-lavagem-de-dinheiro-e-fraudes-bancarias-be09b392.md","PF deflagra operação contra lavagem de dinheiro e fraudes bancárias","Um mandado de prisão preventiva foi cumprido","São Paulo | Operação PF","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/12/pf-deflagra-operacao-contra-lavagem-de-dinheiro-e-fraudes-bancarias"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-contra-madeireiras-ilegais-localizadas-nos-municipios-de-buriticupu-e-bom-jesus-das-selvas-ma-2708320e.md","PF deflagra operação contra madeireiras ilegais localizadas nos municípios de Buriticupu e Bom Jesus das Selvas/MA","Foram inutilizados 12 motores de serrarias e um caminhão carregado de madeira serrada na hora da abordagem","Maranhão | Operação PF | Destaque","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/07/pf-deflagra-operacao-contra-madeireiras-ilegais-localizadas-nos-municipios-de-buriticupu-e-bom-jesus-das-selvas-ma"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-contra-o-trafico-de-drogas-transnacional-e-interestadual-em-mato-grosso-0cad764d.md","PF deflagra operação contra o tráfico de drogas transnacional e interestadual em Mato Grosso","O inquérito policial teve início a partir da prisão de indivíduo encontrado com 60 kg de entorpecentes, além de insumos, arma de fogo e munições","Operação PF | Cáceres | Mato Grosso","https://www.gov.br/pf/pt-br/assuntos/noticias/2025/09/pf-deflagra-operacao-contra-o-trafico-de-drogas-transnacional-e-interestadual-em-mato-grosso"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-contra-o-trafico-internacional-de-drogas-em-goias-c494e6ae.md","PF deflagra operação contra o tráfico internacional de drogas em Goiás","Operação Rastro Registrado I cumpre mandado de busca e apreensão em imóvel da capital goiana","Operação PF | Goiânia | Goiás","https://www.gov.br/pf/pt-br/assuntos/noticias/2025/09/pf-deflagra-operacao-contra-o-trafico-internacional-de-drogas-em-goias"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-contra-o-trafico-internacional-de-drogas-no-parana-bedfa80b.md","PF deflagra operação contra o tráfico internacional de drogas no Paraná","Operação Asa Branca cumpre dois mandados de busca e apreensão em Biguaçu/SC e Florianópolis/SC","Operação PF | Curitiba | Paraná","https://www.gov.br/pf/pt-br/assuntos/noticias/2025/09/pf-deflagra-operacao-contra-o-trafico-internacional-de-drogas-no-parana"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-contra-o-trafico-internacional-de-drogas-pelo-porto-de-paranagua-045a3fb2.md","PF deflagra operação contra o tráfico internacional de drogas pelo Porto de Paranaguá","Os investigados eram responsáveis pela remessa clandestina de drogas para o exterior, em contêineres preparados para exportação","Operação PF | Destaque | Tráfico internacional de drogas","https://www.gov.br/pf/pt-br/assuntos/noticias/2021/05/pf-deflagra-operacao-contra-o-trafico-internacional-de-drogas-pelo-porto-de-paranagua"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagrada-operacao-contra-suspeito-de-crimes-de-abuso-sexual-infantojuvenil-9ba4a1ae.md","PF deflagra operação contra suspeito de crimes de abuso sexual infantojuvenil","Durante ação, homem foi preso em flagrante","Rio Grande do Sul | Operação PF","https://www.gov.br/pf/pt-br/assuntos/noticias/2025/01/pf-deflagrada-operacao-contra-suspeito-de-crimes-de-abuso-sexual-infantojuvenil"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-contra-trafico-internacional-de-drogas-no-para-3d715f70.md","PF deflagra operação contra tráfico internacional de drogas no Pará","As investigações foram iniciadas a partir da apreensão de carga de droga encontrada em um compartimento do casco de um navio graneleiro.","Operação PF | Polícia Federal | Destaque | tráfico de drogas | Pará","https://www.gov.br/pf/pt-br/assuntos/noticias/2021/08/pf-deflagra-operacao-contra-trafico-internacional-de-drogas-no-para"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-de-combate-a-crimes-ambientais-no-litoral-do-parana-39a11bab.md","PF deflagra operação de combate a crimes ambientais no litoral do Paraná","Duas pessoas foram presas em flagrante em Paranaguá","Operação PF | Destaque | Crimes ambientais","https://www.gov.br/pf/pt-br/assuntos/noticias/2021/04/pf-deflagra-operacao-de-combate-a-crimes-ambientais-no-litoral-do-parana"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-de-combate-a-crimes-contra-o-meio-ambiente-no-parana-fe6929fd.md","PF deflagra operação de combate a crimes contra o meio ambiente no Paraná","Após análise de imagens de satélite de alta resolução obtidas pela constelação PlanetScope, PF investiga crimes ambientais detectados na região metropolitana de Curitiba, no Paraná.","Operação PF | Polícia Federal | Destaque | Paraná | crimes ambientais","https://www.gov.br/pf/pt-br/assuntos/noticias/2021/10/pf-deflagra-operacao-de-combate-a-crimes-contra-o-meio-ambiente-no-parana"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-de-combate-a-desvios-de-recursos-da-saude-ecd6d393.md","PF deflagra operação de combate a desvios de recursos da Saúde","A investigação apura o desvio de recursos públicos a partir de contrato firmado entre a Santa Casa de Misericórdia e uma organização social responsável pela gestão do hospital durante o período de maio a novembro de 2019.","Operação PF | Destaque | Rio Grande do Sul | desvios de recursos públicos | Polícia Federal","https://www.gov.br/pf/pt-br/assuntos/noticias/2020/09-Noticias-de-setembro-de-2020/pf-deflagra-operacao-de-combate-a-desvios-de-recursos-da-saude"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-de-combate-a-pornografia-infantil-na-internet-72c0c170.md","PF deflagra operação de combate à pornografia infantil na internet","PF deflagra terceira fase da Operação Ponto a Ponto, em Alagoas, e investiga crimes de armazenamento e distribuição de imagens de crianças e adolescentes na rede mundial de computadores","Operação PF | Alagoas | Crimes Cibernéticos | Pornografia infantil","https://www.gov.br/pf/pt-br/assuntos/noticias/2020/01/pf-deflagra-operacao-de-combate-a-pornografia-infantil-na-internet"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-de-combate-ao-abuso-sexual-infantil-e-prende-suspeito-em-flagrante-eed14c93.md","PF deflagra operação de combate ao abuso sexual infantil e prende suspeito em flagrante","Foi cumprido um mandado de busca e apreensão na residência do investigado","Operação PF | Rondônia | Abuso Infantil | Internet","https://www.gov.br/pf/pt-br/assuntos/noticias/2023/03/pf-deflagra-operacao-de-combate-ao-abuso-sexual-infantil-e-prende-suspeito-em-flagrante"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-de-combate-ao-abuso-sexual-infantojuvenil-9c5c51d4.md","PF deflagra operação de combate ao abuso sexual infantojuvenil","Foram cumpridos seis mandados de busca e apreensão e um mandado de prisão preventiva","Operação PF | Santa Catarina","https://www.gov.br/pf/pt-br/assuntos/noticias/2025/11/pf-deflagra-operacao-de-combate-ao-abuso-sexual-infantojuvenil"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-de-combate-ao-abuso-sexual-infantojuvenil-33b57d3c.md","PF deflagra operação de combate ao abuso sexual infantojuvenil","Ação visa investigar crimes de abuso sexual infantil praticados pela internet","Polícia Federal | Operação PF | Paraíba","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/10/pf-deflagra-operacao-de-combate-ao-abuso-sexual-infantojuvenil"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-de-fiscalizacao-de-produtos-quimicos-em-minas-gerais-c4b09f24.md","PF deflagra operação de fiscalização de produtos químicos em Minas Gerais","Dezenas de estabelecimentos foram fiscalizados, com foco no cumprimento das normas legais e na prevenção de desvios","Operação PF | Polícia Federal | Fiscalização | Minas Gerais","https://www.gov.br/pf/pt-br/assuntos/noticias/2025/09/pf-deflagra-operacao-de-fiscalizacao-de-produtos-quimicos-em-minas-gerais"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-duplo-x-visando-desarticular-organizacao-criminosa-ffab0ff4.md","PF deflagra operação Duplo X visando desarticular organização criminosa","Grupo investigado movimentou mais de R$ 70 milhões","Pernambuco | Operação PF","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/07/pf-deflagra-operacao-duplo-x-visando-desarticular-organizacao-criminosa"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-em-combate-a-crimes-que-geraram-prejuizos-ao-regime-proprio-de-previdencia-social-rpps-do-municipio-de-ji-parana-ro-03c3686f.md","PF deflagra operação em combate a crimes que geraram prejuízos ao Regime Próprio de Previdência Social (RPPS) do Município de Ji-Paraná/RO","Foi dado cumprimento a seis mandados de busca e apreensão, sendo quatro cumpridos em Ji-Paraná e dois em Bertioga/SP, além de ter sido determinada a medida cautelar de sequestro/arresto de bens de investigados","Rondônia | Operação PF","https://www.gov.br/pf/pt-br/assuntos/noticias/2025/08/pf-deflagra-operacao-em-combate-a-crimes-que-geraram-prejuizos-ao-regime-proprio-de-previdencia-social-rpps-do-municipio-de-ji-parana-ro"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-contra-o-compartilhamento-de-arquivos-contendo-abuso-sexual-infantojuvenil-no-df-0df184ba.md","PF deflagra operação em combate ao abuso sexual infantojuvenil no DF","Na ação, um homem foi preso em flagrante pela prática criminosa","DF | Operação PF | Operação Ártemis | Prisão em flagrante | mandado judicial | Distrito Federal","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/06/pf-deflagra-operacao-contra-o-compartilhamento-de-arquivos-contendo-abuso-sexual-infantojuvenil-no-df"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-em-combate-ao-crime-de-estelionato-previdenciario-204ad53b.md","PF deflagra operação em combate ao crime de estelionato previdenciário","Foram cumpridos dois mandados de prisão temporária e três de busca e apreensão","Operação PF | São Paulo | Fraude | INSS","https://www.gov.br/pf/pt-br/assuntos/noticias/2023/05/pf-deflagra-operacao-em-combate-ao-crime-de-estelionato-previdenciario"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-em-quatro-estados-para-combate-de-lavagem-de-dinheiro-oriundo-do-trafico-dd4c4b40.md","PF deflagra operação em quatro estados para combate de lavagem de dinheiro oriundo do tráfico","A investigação já conta com 30 (trinta) denunciados e visa desestruturar grupo que movimentou mais de R$ 100 milhões","Operação PF | Fim do Mundo | Rio de Janeiro | Destaque","https://www.gov.br/pf/pt-br/assuntos/noticias/2023/01/pf-deflagra-operacao-em-quatro-estados-para-combate-de-lavagem-de-dinheiro-oriundo-do-trafico"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-emoji-triste-contra-abuso-sexual-infantil-5e2eb4fd.md","PF deflagra operação Emoji Triste contra abuso sexual infantil","Crimes eram cometidos em redes sociais","Bahia | Operação PF","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/09/pf-deflagra-operacao-emoji-triste-contra-abuso-sexual-infantil"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-fosfeno-no-amapa-para-investigar-empresa-de-publicidade-057cf1f0.md","PF deflagra Operação Fosfeno no Amapá para investigar empresa de publicidade","A empresa teria firmado contratos de prestação de serviços de campanha eleitoral.","Polícia Federal | Operação PF | Amapá | Destaque","https://www.gov.br/pf/pt-br/assuntos/noticias/2021/11/pf-deflagra-operacao-fosfeno-no-amapa-para-investigar-empresa-de-publicidade"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-jacunda-em-combate-a-crimes-ambientais-fdced0ce.md","PF deflagra Operação Jacundá em combate a crimes ambientais","Durante a fiscalização, foram identificados e verificados os danos decorrentes desmatamento criminoso, além do aumento das áreas afetadas por essa atividade ilícita","Rondônia | Operação PF","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/09/pf-deflagra-operacao-jacunda-em-combate-a-crimes-ambientais"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-maleficus-para-desarticular-grupo-criminoso-especializado-em-trafico-de-drogas-no-rj-fb13f1f4.md","PF deflagra Operação Maleficus para desarticular grupo criminoso especializado em tráfico de drogas no RJ","Durante as investigações foram presas 40 pessoas em flagrante e com elas apreendidas armas e drogas.","Operação PF | Destaque | Polícia Federal | Rio de Janeiro | tráfico de drogas","https://www.gov.br/pf/pt-br/assuntos/noticias/2021/05/pf-deflagra-operacao-maleficus-para-desarticular-grupo-criminoso-especializado-em-trafico-de-drogas-no-rj"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-nao-seja-um-laranja-b5c512a6.md","PF deflagra Operação Não Seja um Laranja","Policiais cumprem mandados de busca e apreensão em sete estados para combater fraudes bancárias eletrônicas","Distrito Federal | Operação PF | Destaque | Não Seja um Laranja","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/11/pf-deflagra-operacao-nao-seja-um-laranja"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-oasis-14-para-combater-fraudes-bancarias-84084abf.md","PF deflagra Operação Oasis 14 para combater fraudes bancárias","Foram cumpridos dois mandados de busca e apreensão, expedidos pela 2ª Vara Federal Criminal de Niterói","Operação PF | Polícia Federal | Rio de Janeiro","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/05/pf-deflagra-operacao-oasis-14-para-combater-fraudes-bancarias"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-onda-certa-no-rio-de-janeiro-e2857b0e.md","PF deflagra Operação Onda Certa no Rio de Janeiro","Estações de rádio clandestinas foram desativadas nos municípios fluminenses de Resende e Itatiaia","Operação PF | Destaque | Rádio clandestina","https://www.gov.br/pf/pt-br/assuntos/noticias/2021/03/pf-deflagra-operacao-onda-certa-no-rio-de-janeiro"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-para-apurar-homicidio-de-menor-indigena-8418f625.md","PF deflagra operação para apurar homicídio de menor indígena","Foram expedidos três mandados de prisão preventiva e outros cinco de busca e apreensão, com apoio da Polícia Civil da Bahia para o cumprimento","Operação PF | Bahia | Homicídio | Indígena","https://www.gov.br/pf/pt-br/assuntos/noticias/2022/10/pf-deflagra-operacao-para-apurar-homicidio-de-menor-indigena"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-para-apurar-venda-de-decisoes-judiciais-489477ce.md","PF deflagra operação para apurar venda de decisões judiciais","Mandados judiciais são cumpridos em Mato Grosso, Pernambuco e no Distrito Federal","Distrito Federal | Operação PF | Destaque","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/11/pf-deflagra-operacao-para-apurar-venda-de-decisoes-judiciais"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-para-coibir-exercicio-ilegal-da-atividade-de-seguranca-32c108b3.md","PF deflagra operação para coibir exercício ilegal da atividade de segurança privada","Operação Segurança Legal III ocorre simultaneamente em todo o país para coibir o exercício ilegal da atividade de segurança privada, seja por empresas irregulares, seja por pessoas não capacitadas","Operação PF | Destaque","https://www.gov.br/pf/pt-br/assuntos/noticias/2019/03/pf-deflagra-operacao-para-coibir-exercicio-ilegal-da-atividade-de-seguranca"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-para-combater-desmatamento-ilegal-em-rondonia-aeed0e31.md","PF deflagra operação para combater desmatamento ilegal em Rondônia","Foram verificados indícios de que as madeiras encontradas no pátio das empresas fiscalizadas foram extraídas ilegalmente da Floresta Nacional do Jamari, Unidade de Conservação Federal","Operação PF | Polícia Federal | Rondônia","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/04/pf-deflagra-operacao-para-combater-desmatamento-ilegal-em-rondonia"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-para-combater-desvios-de-recursos-publicos-em-ro-693ba125.md","PF deflagra operação para combater desvios de recursos públicos em RO","Foram cumpridos 15 mandados de busca e apreensão em oito municípios do estado; estima-se que o dano causado ultrapasse os R$ 5 milhões","Operação PF | Desvio de Recursos | Rondônia","https://www.gov.br/pf/pt-br/assuntos/noticias/2023/06/pf-deflagra-operacao-para-combater-desvios-de-recursos-publicos-em-ro"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-para-recuperar-recursos-desviados-em-aquisicao-de-respiradores-3625c8e6.md","PF deflagra operação para recuperar recursos desviados em aquisição de respiradores","Policiais federais cumprem 34 mandados de busca e apreensão em quatro estados","Brasília | Operação PF | Destaque | Operação Cianose | Consórcio Interestadual de Desenvolvimento Sustentável do Nordeste | Consórcio Nordeste | Destaque | Distrito Federal","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/08/pf-deflagra-operacao-para-recuperar-recursos-desviados-em-aquisicao-de-respiradores"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-relutante-em-combate-a-extracao-e-comercializacao-ilegal-de-madeiras-no-ma-aee1a173.md","PF deflagra Operação Relutante em combate à extração e comercialização ilegal de madeiras no MA","A operação é a continuidade das operações Arrabalde e Kambõ Urucum, deflagradas em julho de 2023","MA | Operação PF | extração ilegal | mandados judiciais | Prisão | Maranhão","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/05/pf-deflagra-operacao-relutante-em-combate-a-extracao-e-comercializacao-ilegal-de-madeiras-no-ma"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-saude-eleitoral-em-brasilia-e-na-regiao-metropolitana-do-rio-de-janeiro-e4a2a013.md","PF deflagra Operação Saúde Eleitoral em Brasília e na Região Metropolitana do Rio de Janeiro","Centenas de agendamentos para consultas médicas, no âmbito do SUS, foram realizados por indivíduos que captavam as vagas para pessoas de seu interesse em troca de apoio político e votos nas eleições de 2024","Rio de Janeiro | Operação PF | Destaque","https://www.gov.br/pf/pt-br/assuntos/noticias/2025/01/pf-deflagra-operacao-saude-eleitoral-em-brasilia-e-na-regiao-metropolitana-do-rio-de-janeiro"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacao-verticilo-para-combater-fraudes-previdenciarias-8034bde3.md","PF deflagra Operação Verticilo para combater fraudes previdenciárias","PF investiga suspeito de cometer fraudes em pedido de benefício previdenciário.","Operação PF | Polícia Federal | Pará | crimes previdenciários","https://www.gov.br/pf/pt-br/assuntos/noticias/2021/11/pf-deflagra-operacao-verticilo-para-combater-fraudes-previdenciarias"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagra-operacoes-para-combater-crimes-eleitorais-no-acre-fa07d654.md","PF deflagra operações para combater crimes eleitorais no Acre","Foram cumpridos dois mandados de busca e apreensão","Acre | Operação PF","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/10/pf-deflagra-operacoes-para-combater-crimes-eleitorais-no-acre"
"ok","data_exemplo_noticias\noticias_markdown\pf-deflagrou-a-operacao-expresso-155-de-combate-trafico-de-drogas-interestadual-ef5d071b.md","PF deflagrou a Operação Expresso 155 de combate tráfico de drogas interestadual","A ação contou com o apoio do GEFROM/MT, da FICCO/Uberaba e da PM/PA","Operação PF | Flagrante | Tráfico interestadual de drogas","https://www.gov.br/pf/pt-br/assuntos/noticias/2021/03/pf-deflagrou-a-operacao-expresso-155-de-combate-trafico-de-drogas-interestadual"
"ok","data_exemplo_noticias\noticias_markdown\pf-desarticula-esquema-criminoso-de-falsificacao-de-diplomas-no-amapa-1b63d86e.md","PF desarticula esquema criminoso de falsificação de diplomas no Amapá","Polícia Federal deflagra segunda fase da Operação Upgrade no Amapá para investigar grupo envolvido em falsificação e venda de diplomas","Operação PF | Amapá | falsificação de diplomas | Operação Upgrade | Polícia Federal","https://www.gov.br/pf/pt-br/assuntos/noticias/2020/07-noticias-de-julho-de-2020/pf-desarticula-esquema-criminoso-de-falsificacao-de-diplomas-no-amapa"
"ok","data_exemplo_noticias\noticias_markdown\pf-desarticula-esquema-de-fraude-previdenciaria-em-aracaju-se-a991d7a6.md","PF desarticula esquema de fraude previdenciária em Aracaju/SE","Operação Atestado Viciado cumpre mandado de busca na capital sergipana","Operação PF | Fraude | Sergipe","https://www.gov.br/pf/pt-br/assuntos/noticias/2026/04/pf-desarticula-esquema-de-fraude-previdenciaria-em-aracaju-se"
"ok","data_exemplo_noticias\noticias_markdown\pf-desarticula-fraude-em-vestibular-online-de-medicina-6b53101d.md","PF desarticula fraude em vestibular online de medicina","São cumpridos 27 mandados de busca para apurar esquema criminoso em quatro estados","Pará | Operação PF | Destaque","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/10/pf-desarticula-fraude-em-vestibular-online-de-medicina"
"ok","data_exemplo_noticias\noticias_markdown\pf-desarticula-grupo-criminoso-especializado-em-fraude-previdenciaria-6cc26c44.md","PF desarticula grupo criminoso especializado em fraude previdenciária","Ao todo, 5 mandados de busca e apreensão foram cumpridos em Teresina/PI","Operação PF | Piauí","https://www.gov.br/pf/pt-br/assuntos/noticias/2026/02/pf-desarticula-grupo-criminoso-especializado-em-fraude-previdenciaria"
"ok","data_exemplo_noticias\noticias_markdown\pf-desarticula-grupo-responsavel-por-roubo-a-deposito-no-porto-seco-3494b3bb.md","PF desarticula grupo responsável por roubo a depósito no porto seco","Grupo armado invadiu depósito da Receita Federal e roubou carga de cigarros apreendidos na Operação Tavares","Operação PF | RS | Roubo | Porto Seco","https://www.gov.br/pf/pt-br/assuntos/noticias/2023/04/pf-desarticula-grupo-responsavel-por-roubo-a-deposito-no-porto-seco"
"ok","data_exemplo_noticias\noticias_markdown\pf-desarticula-organizacao-criminosa-que-lavou-4-bilhoes-de-reais-fda61f9c.md","PF desarticula organização criminosa que lavou 4 bilhões de reais","PF deflagra as Operações Sucessão e Fluxo Capital para desarticular esquemas bilionários de tráfico de drogas e lavagem de dinheiro do tráfico.","Polícia Federal | Operação PF | Paraná | tráfico de drogas | lavagem de dinheiro | Destaque","https://www.gov.br/pf/pt-br/assuntos/noticias/2022/02/pf-desarticula-organizacao-criminosa-que-lavou-4-bilhoes-de-reais"
"ok","data_exemplo_noticias\noticias_markdown\pf-divulga-balanco-da-operacao-horus-no-para-cdc37eb8.md","PF divulga balanço da Operação Hórus no Pará","A ação ocorreu entre os dias 18 a 29 de outubro no Pará","Operação PF | Balanço","https://www.gov.br/pf/pt-br/assuntos/noticias/2021/10/pf-divulga-balanco-da-operacao-horus-no-para"
"ok","data_exemplo_noticias\noticias_markdown\pf-e-anatel-deflagram-operacao-onda-livre-iii-contra-radios-clandestinas-7258dc70.md","PF e Anatel deflagram Operação Onda Livre III contra rádios clandestinas","A ação resultou no fechamento de duas rádios clandestinas que operavam em Resende e Volta Redonda, além da prisão em flagrante de um homem que era responsável por uma das rádios","Operação PF | Polícia Federal | Rio de Janeiro","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/10/pf-e-anatel-deflagram-operacao-onda-livre-iii-contra-radios-clandestinas"
"ok","data_exemplo_noticias\noticias_markdown\pf-e-anatel-fecham-duas-radios-clandestinas-4b3ebbdd.md","PF e ANATEL fecham duas rádios clandestinas","Rádios operavam em Resende e Vassouras, estado do Rio de Janeiro","Rio de Janeiro | Operação PF","https://www.gov.br/pf/pt-br/assuntos/noticias/2024/11/pf-e-anatel-fecham-duas-radios-clandestinas"
"ok","data_exemplo_noticias\noticias_markdown\pf-e-bpfron-realizam-apreensao-de-drogas-e-prendem-dois-criminosos-no-parana-91b011a7.md","PF e BPFRON realizam apreensão de drogas e prendem dois criminosos no Paraná","Ação ocorreu durante fiscalização no âmbito da Operação Protetor","Operação PF | Polícia Federal | BPFron | Paraná","https://www.gov.br/pf/pt-br/assuntos/noticias/2025/11/pf-e-bpfron-realizam-apreensao-de-drogas-e-prendem-dois-criminosos-no-parana"
